epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,344.971,0.88086,1.02789,0.95413,0.98939,0.95238,0.95521,0.66814,1.12995,1.83441,1.08281,0.00112794,0.00112794,0.00112794
14,397.173,0.92368,0.99557,0.95831,1,0.93523,0.96118,0.69283,1.05691,1.7806,1.05435,0.00120239,0.00120239,0.00120239
15,411.747,0.96518,1.13915,0.9555,1,0.94143,0.995,0.74739,0.98555,1.76482,1.03613,0.00127487,0.00127487,0.00127487
16,426.962,0.82655,1.01388,0.93295,1,0.94847,0.995,0.73672,0.96936,1.5767,1.016,0.00134537,0.00134537,0.00134537
17,496.752,0.95584,1.05044,0.96813,1,0.97558,0.995,0.71246,1.00483,1.34036,1.02693,0.00141389,0.00141389,0.00141389
18,511.611,0.86502,0.95001,0.91786,1,0.9466,0.99318,0.70429,1.04399,1.26336,1.02213,0.00148043,0.00148043,0.00148043
19,526.396,0.95565,0.99411,0.94151,1,0.94001,0.99318,0.70241,1.02559,1.24694,1.03229,0.00154498,0.00154498,0.00154498
20,555.583,0.91492,1.03986,0.95495,1,0.94251,0.99152,0.73536,0.97618,1.3008,1.04575,0.00160756,0.00160756,0.00160756
21,570.256,0.88385,0.9509,0.9307,0.98194,0.95238,0.98611,0.73912,0.97009,1.27844,1.03522,0.001604,0.001604,0.001604
22,584.661,0.87699,0.91401,0.93737,0.98874,0.95238,0.979,0.753,0.93724,1.22797,1.02799,0.0015842,0.0015842,0.0015842
23,599.544,0.85672,0.89566,0.9299,0.98816,0.95238,0.97549,0.75288,0.92152,1.16183,1.02724,0.0015644,0.0015644,0.0015644
24,629.434,0.84886,0.88112,0.93555,0.99139,0.95238,0.95561,0.74737,0.92007,1.14111,1.0169,0.0015446,0.0015446,0.0015446
25,643.902,0.82882,0.87079,0.91985,0.99167,0.95238,0.96264,0.72721,0.94867,1.13812,1.0025,0.0015248,0.0015248,0.0015248
26,658.254,0.86432,0.84278,0.88606,0.99449,0.95238,0.9777,0.7273,0.97646,1.14966,0.99902,0.001505,0.001505,0.001505
27,672.816,0.81029,0.84926,0.91475,0.9988,0.95238,0.99,0.74889,0.95375,1.12371,0.99543,0.0014852,0.0014852,0.0014852
28,748.731,0.91689,0.89641,0.94837,0.99432,0.95238,0.99318,0.75388,0.92254,0.99809,0.99405,0.0014654,0.0014654,0.0014654
29,764.665,0.84823,0.82529,0.91125,1,0.9933,0.995,0.73784,0.94985,0.96401,0.99345,0.0014456,0.0014456,0.0014456
30,779.952,0.78602,0.74052,0.88987,0.95014,1,0.99318,0.7596,0.94979,0.92116,0.9956,0.0014258,0.0014258,0.0014258
31,795.133,0.74394,0.73444,0.88528,0.95448,1,0.99318,0.76401,0.91816,0.89478,1.00164,0.001406,0.001406,0.001406
32,810.331,0.78949,0.75401,0.88462,0.9925,0.95238,0.99318,0.77142,0.93899,0.86526,1.02654,0.0013862,0.0013862,0.0013862
33,825.444,0.74065,0.78689,0.87596,1,0.99353,0.995,0.758,0.95477,0.87522,1.02633,0.0013664,0.0013664,0.0013664
34,840.668,0.73333,0.74061,0.89429,1,0.99417,0.995,0.74195,0.96172,0.88444,1.01953,0.0013466,0.0013466,0.0013466
35,856.205,0.75868,0.77894,0.90864,0.99447,0.95238,0.99318,0.74634,0.94992,0.87387,1.01455,0.0013268,0.0013268,0.0013268
36,881.072,0.73384,0.73592,0.91726,1,0.9956,0.995,0.70317,0.97692,0.8284,1.0142,0.001307,0.001307,0.001307
37,941.144,0.73237,0.70969,0.89849,1,0.99692,0.995,0.73331,0.95497,0.79854,1.01318,0.0012872,0.0012872,0.0012872
38,956.463,0.71034,0.75104,0.919,1,0.99703,0.995,0.76441,0.89859,0.77986,1.01267,0.0012674,0.0012674,0.0012674
39,971.838,0.77795,0.71069,0.90415,1,0.99826,0.995,0.76585,0.85043,0.77136,1.01846,0.0012476,0.0012476,0.0012476
40,986.534,0.71588,0.6959,0.86869,0.9988,1,0.995,0.79492,0.81219,0.7368,1.009,0.0012278,0.0012278,0.0012278
41,1017.53,0.74758,0.70755,0.90404,0.99799,1,0.995,0.76066,0.90764,0.73624,1.00462,0.001208,0.001208,0.001208
42,1033.23,0.73324,0.70385,0.88685,0.99746,1,0.995,0.75559,0.942,0.74841,0.99664,0.0011882,0.0011882,0.0011882
43,1048.64,0.71235,0.68776,0.89846,0.99758,1,0.995,0.75592,0.89504,0.77459,0.98092,0.0011684,0.0011684,0.0011684
44,1063.28,0.67754,0.66503,0.87432,1,0.99997,0.995,0.76843,0.81582,0.76959,0.96527,0.0011486,0.0011486,0.0011486
45,1077.68,0.75666,0.67829,0.90628,1,0.99858,0.995,0.79147,0.82124,0.76648,0.96053,0.0011288,0.0011288,0.0011288
46,1092.7,0.73863,0.67265,0.87395,1,0.99875,0.995,0.74392,0.94193,0.74528,0.96784,0.001109,0.001109,0.001109
47,1204.02,0.7692,0.70291,0.88483,1,0.99873,0.995,0.69612,1.02266,0.75428,0.97966,0.0010892,0.0010892,0.0010892
48,1218.66,0.81946,0.68685,0.88294,1,0.99854,0.995,0.74947,0.91955,0.72856,0.96208,0.0010694,0.0010694,0.0010694
49,1233,0.68859,0.62315,0.86915,1,0.9988,0.995,0.77388,0.83136,0.72462,0.96393,0.0010496,0.0010496,0.0010496
50,1247.46,0.683,0.64798,0.87546,0.99995,1,0.995,0.79398,0.82187,0.7206,0.95814,0.0010298,0.0010298,0.0010298
51,1261.94,0.6865,0.65165,0.86419,0.99991,1,0.995,0.79345,0.84755,0.72388,0.95011,0.00101,0.00101,0.00101
52,1276.33,0.65859,0.62338,0.85153,1,0.99967,0.995,0.77152,0.83865,0.64908,0.94185,0.0009902,0.0009902,0.0009902
53,1290.78,0.6661,0.64746,0.88388,1,0.99879,0.995,0.77264,0.84855,0.65824,0.94396,0.0009704,0.0009704,0.0009704
54,1306.45,0.73159,0.62921,0.8829,1,0.99837,0.995,0.77539,0.86252,0.68877,0.94629,0.0009506,0.0009506,0.0009506
55,1343.96,0.72766,0.64118,0.87693,1,0.99828,0.995,0.77226,0.89309,0.71447,0.94997,0.0009308,0.0009308,0.0009308
56,1358.32,0.6758,0.61872,0.88421,1,0.99802,0.995,0.77065,0.87963,0.68252,0.94869,0.000911,0.000911,0.000911
57,1381.04,0.65845,0.63139,0.90674,1,0.99841,0.995,0.77998,0.84646,0.65303,0.94874,0.0008912,0.0008912,0.0008912
58,1524.1,0.6895,0.60949,0.88824,1,0.99944,0.995,0.78735,0.84215,0.65285,0.94368,0.0008714,0.0008714,0.0008714
59,1544.36,0.69569,0.61332,0.86544,0.99883,1,0.995,0.78879,0.83361,0.64822,0.9459,0.0008516,0.0008516,0.0008516
60,1558.71,0.6122,0.58329,0.87346,0.99682,1,0.995,0.78832,0.83204,0.64917,0.94886,0.0008318,0.0008318,0.0008318
61,1573.04,0.64872,0.62275,0.8885,0.99711,1,0.995,0.79022,0.82594,0.6466,0.94745,0.000812,0.000812,0.000812
62,1587.43,0.59291,0.56241,0.86838,0.99732,1,0.995,0.79114,0.81895,0.62847,0.95148,0.0007922,0.0007922,0.0007922
63,1601.88,0.62382,0.55792,0.86309,0.9973,1,0.995,0.78274,0.82323,0.61738,0.95769,0.0007724,0.0007724,0.0007724
64,1616.17,0.66377,0.59943,0.89711,0.99772,1,0.995,0.77874,0.83143,0.62307,0.96217,0.0007526,0.0007526,0.0007526
65,1630.35,0.63044,0.55423,0.84241,0.99799,1,0.995,0.79818,0.83882,0.63003,0.96462,0.0007328,0.0007328,0.0007328
66,1644.73,0.64439,0.56616,0.86929,0.99853,1,0.995,0.78617,0.85431,0.62779,0.96443,0.000713,0.000713,0.000713
67,1659.98,0.65671,0.58925,0.88436,0.99924,1,0.995,0.78385,0.86053,0.6268,0.9646,0.0006932,0.0006932,0.0006932
68,1674.66,0.61082,0.56355,0.864,1,0.99913,0.995,0.78751,0.86586,0.63617,0.97533,0.0006734,0.0006734,0.0006734
69,1689.81,0.62942,0.56961,0.8739,1,0.99805,0.995,0.7749,0.8922,0.66168,0.97609,0.0006536,0.0006536,0.0006536
70,1798.03,0.57449,0.53812,0.8382,1,0.99726,0.995,0.7682,0.91992,0.65964,0.96982,0.0006338,0.0006338,0.0006338
71,1812.68,0.62006,0.55085,0.87287,1,0.99781,0.995,0.76258,0.92246,0.64953,0.96751,0.000614,0.000614,0.000614
72,1827.43,0.62874,0.56106,0.89961,0.99879,1,0.995,0.77874,0.87679,0.62438,0.95816,0.0005942,0.0005942,0.0005942
73,1842,0.5994,0.56948,0.83606,0.99714,1,0.995,0.77936,0.85248,0.61348,0.96055,0.0005744,0.0005744,0.0005744
74,1856.3,0.61128,0.52901,0.86244,0.99654,1,0.995,0.7746,0.85133,0.59843,0.96216,0.0005546,0.0005546,0.0005546
75,1870.79,0.58004,0.54463,0.85767,0.99671,1,0.995,0.7876,0.86373,0.59283,0.9623,0.0005348,0.0005348,0.0005348
76,1885.24,0.609,0.51979,0.86569,0.99708,1,0.995,0.77156,0.89965,0.59101,0.96955,0.000515,0.000515,0.000515
77,1899.57,0.60025,0.53332,0.86071,0.99714,1,0.995,0.77045,0.90203,0.59165,0.97146,0.0004952,0.0004952,0.0004952
78,1913.99,0.61601,0.53632,0.87515,0.99696,1,0.995,0.78862,0.88192,0.59154,0.97168,0.0004754,0.0004754,0.0004754
79,1928.48,0.5986,0.5395,0.88292,0.99683,1,0.995,0.78761,0.86857,0.58803,0.9729,0.0004556,0.0004556,0.0004556
80,1943.14,0.58772,0.53052,0.87092,0.99656,1,0.995,0.78135,0.87836,0.58772,0.9694,0.0004358,0.0004358,0.0004358
81,1957.74,0.57178,0.536,0.88164,0.99661,1,0.995,0.78027,0.88903,0.58503,0.96542,0.000416,0.000416,0.000416
82,1972.23,0.54736,0.51231,0.84705,0.99666,1,0.995,0.77412,0.90148,0.581,0.96745,0.0003962,0.0003962,0.0003962
83,1986.66,0.61351,0.52812,0.87448,0.99675,1,0.995,0.77411,0.9032,0.57954,0.97247,0.0003764,0.0003764,0.0003764
84,2001.98,0.60931,0.5286,0.88358,0.99672,1,0.995,0.78674,0.87718,0.57595,0.98356,0.0003566,0.0003566,0.0003566
85,2018.75,0.54333,0.50645,0.82597,0.99686,1,0.995,0.79137,0.86422,0.58339,0.9893,0.0003368,0.0003368,0.0003368
86,2033.83,0.57037,0.53256,0.86649,0.99705,1,0.995,0.79457,0.85591,0.58507,0.99346,0.000317,0.000317,0.000317
87,2048.48,0.65105,0.54682,0.89001,0.99711,1,0.995,0.78819,0.85482,0.58043,0.99542,0.0002972,0.0002972,0.0002972
88,2063.08,0.59873,0.51657,0.87521,0.99736,1,0.995,0.78452,0.8847,0.57736,0.99102,0.0002774,0.0002774,0.0002774
89,2078.11,0.53958,0.49874,0.85264,0.99759,1,0.995,0.7744,0.89982,0.57487,0.98838,0.0002576,0.0002576,0.0002576
90,2092.54,0.54114,0.50328,0.83388,0.99769,1,0.995,0.75269,0.91373,0.57775,0.99081,0.0002378,0.0002378,0.0002378
91,2106.96,0.4707,0.50274,0.84332,0.99776,1,0.995,0.74703,0.91488,0.57737,0.99038,0.000218,0.000218,0.000218
92,2127.76,0.4973,0.51134,0.83503,0.9978,1,0.995,0.75461,0.90166,0.56904,0.98601,0.0001982,0.0001982,0.0001982
93,2199.4,0.50759,0.53189,0.85238,0.99797,1,0.995,0.76991,0.88856,0.55882,0.98283,0.0001784,0.0001784,0.0001784
94,2213.54,0.48603,0.51365,0.80644,0.99789,1,0.995,0.76391,0.87787,0.55886,0.98225,0.0001586,0.0001586,0.0001586
95,2227.77,0.47827,0.50913,0.85238,0.99778,1,0.995,0.77109,0.86924,0.56329,0.98227,0.0001388,0.0001388,0.0001388
96,2241.89,0.47414,0.49323,0.84374,0.99723,1,0.995,0.78119,0.8596,0.57094,0.98727,0.000119,0.000119,0.000119
97,2255.93,0.48729,0.49067,0.8294,0.99685,1,0.995,0.78401,0.86122,0.5718,0.98967,9.92e-05,9.92e-05,9.92e-05
98,2270.06,0.48374,0.4972,0.79856,0.99672,1,0.995,0.78132,0.8646,0.57012,0.98933,7.94e-05,7.94e-05,7.94e-05
99,2284.31,0.45298,0.495,0.82577,0.99665,1,0.995,0.77589,0.86752,0.56796,0.98768,5.96e-05,5.96e-05,5.96e-05
100,2299.25,0.46657,0.49265,0.81945,0.99637,1,0.995,0.77879,0.87577,0.56991,0.98802,3.98e-05,3.98e-05,3.98e-05
